"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_LEN","RWY_WIDTH","SURFACE_TYPE_CODE","COND","TREATMENT_CODE","PCN","PAVEMENT_TYPE_CODE","SUBGRADE_STRENGTH_CODE","TIRE_PRES_CODE","DTRM_METHOD_CODE","RWY_LGT_CODE","RWY_LEN_SOURCE","LENGTH_SOURCE_DATE","GROSS_WT_SW","GROSS_WT_DW","GROSS_WT_DTW","GROSS_WT_DDTW"
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","H5",819,75,"ASPH","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HA",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HB",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HC",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HD",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HG",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/13",,,,
"2024/04/18","00329.07","H","AL","SXS","FORT NOVOSEL","US","HI",100,100,"CONC","","NONE",,"","","","","","MILITARY","2023/10/10",,,,
"2024/04/18","00329.08","H","AL","24AL","FORT NOVOSEL (DOTHAN)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.08","H","AL","24AL","FORT NOVOSEL (DOTHAN)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.08","H","AL","24AL","FORT NOVOSEL (DOTHAN)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.08","H","AL","24AL","FORT NOVOSEL (DOTHAN)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.08","H","AL","24AL","FORT NOVOSEL (DOTHAN)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H6",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.09","H","AL","25AL","FORT NOVOSEL (GOODMAN)","US","H7",1600,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H1",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H2",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H3",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H4",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H5",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.1","H","AL","05AL","FORT NOVOSEL (WICKSBURG)","US","H6",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H6",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.11","H","AL","06AL","FORT NOVOSEL (NEW BROCKTON)","US","H7",1600,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.12","H","AL","11AL","FORT NOVOSEL (OZARK)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.12","H","AL","11AL","FORT NOVOSEL (OZARK)","US","H2",1482,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.12","H","AL","11AL","FORT NOVOSEL (OZARK)","US","H3",1238,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.12","H","AL","11AL","FORT NOVOSEL (OZARK)","US","H4",1000,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.12","H","AL","11AL","FORT NOVOSEL (OZARK)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.13","H","AL","12AL","FORT NOVOSEL (KIRKLANDS CROSSROADS)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.13","H","AL","12AL","FORT NOVOSEL (KIRKLANDS CROSSROADS)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.13","H","AL","12AL","FORT NOVOSEL (KIRKLANDS CROSSROADS)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.13","H","AL","12AL","FORT NOVOSEL (KIRKLANDS CROSSROADS)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H1",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H2",1600,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H3",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H4",1600,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H5",1600,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.14","H","AL","13AL","FORT NOVOSEL (OZARK)","US","H6",1600,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.15","H","AL","14AL","FORT NOVOSEL (HARTFORD)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.15","H","AL","14AL","FORT NOVOSEL (HARTFORD)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.15","H","AL","14AL","FORT NOVOSEL (HARTFORD)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.15","H","AL","14AL","FORT NOVOSEL (HARTFORD)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.15","H","AL","14AL","FORT NOVOSEL (HARTFORD)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.16","H","AL","15AL","FORT NOVOSEL (HARTFORD)","US","H1",500,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.16","H","AL","15AL","FORT NOVOSEL (HARTFORD)","US","H2",500,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.16","H","AL","15AL","FORT NOVOSEL (HARTFORD)","US","H3",700,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.16","H","AL","15AL","FORT NOVOSEL (HARTFORD)","US","H4",650,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.17","H","AL","16AL","FORT NOVOSEL (OZARK)","US","H6",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.18","H","AL","17AL","FORT NOVOSEL/NEWTON","US","H1",2000,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.18","H","AL","17AL","FORT NOVOSEL/NEWTON","US","H2",2000,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.18","H","AL","17AL","FORT NOVOSEL/NEWTON","US","H3",2000,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.18","H","AL","17AL","FORT NOVOSEL/NEWTON","US","H4",2000,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.18","H","AL","17AL","FORT NOVOSEL/NEWTON","US","H5",1000,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.2","H","AL","19AL","FORT NOVOSEL (OZARK)","US","H1",1300,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.2","H","AL","19AL","FORT NOVOSEL (OZARK)","US","H2",1300,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.2","H","AL","19AL","FORT NOVOSEL (OZARK)","US","H3",1350,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.2","H","AL","19AL","FORT NOVOSEL (OZARK)","US","H4",1270,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.21","H","AL","20AL","FORT NOVOSEL (ELBA)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.21","H","AL","20AL","FORT NOVOSEL (ELBA)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.21","H","AL","20AL","FORT NOVOSEL (ELBA)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H1",1750,40,"ASPH","","NONE",,"","","","","","MILITARY","2024/01/04",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H2",1750,100,"ASPH","","NONE",,"","","","","","MILITARY","2024/01/04",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H3",1750,100,"ASPH","","NONE",,"","","","","","MILITARY","2024/01/04",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H4",1750,40,"ASPH","","NONE",,"","","","","","MILITARY","2024/01/04",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H5",2125,40,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H6",1850,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H7",1840,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.22","H","AL","21AL","FORT NOVOSEL (OPP)","US","H8",1980,40,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H5",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H6",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.23","H","AL","22AL","FORT NOVOSEL (NEW BROCKTON)","US","H7",1600,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.24","H","AL","23AL","FORT NOVOSEL (OZARK)","US","H1",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.24","H","AL","23AL","FORT NOVOSEL (OZARK)","US","H2",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.24","H","AL","23AL","FORT NOVOSEL (OZARK)","US","H3",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.24","H","AL","23AL","FORT NOVOSEL (OZARK)","US","H4",1600,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00329.25","H","AL","07AL","FORT NOVOSEL (SAMSON)","US","H1",6000,1200,"TURF","","NONE",,"","","","","","MILITARY","2002/06/27",,,,
"2024/04/18","00331.05","H","AL","65AL","FULTONDALE","US","H1",36,36,"CONC","","NONE",,"","","","","","OWNER","2021/07/07",,,,
"2024/04/18","00333.","A","AL","GAD","GADSDEN","US","06/24",6802,150,"ASPH","FAIR","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2005/09/27",90,115,195,
"2024/04/18","00333.","A","AL","GAD","GADSDEN","US","18/36",4806,100,"ASPH","FAIR","NONE",,"","","","","MED","3RD PARTY SURVEY","2005/09/27",25,40,78,
"2024/04/18","00333.01","H","AL","0AL7","GADSDEN","US","H1",30,30,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","00336.21","H","AL","41AL","GARDENDALE","US","H1",40,40,"CONC","","NONE",,"","","","","PERI","OWNER","2018/11/10",,,,
"2024/04/18","00336.5","A","AL","AL18","GARDENDALE","US","13/31",1550,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00341.1","A","AL","AL43","GEIGER","US","10/28",3000,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00344.1","A","AL","33J","GENEVA","US","11/29",3998,100,"ASPH","GOOD","NONE",,"","","","","MED","ARPTS CONTRACTOR","2012/10/25",16,,,
"2024/04/18","00344.13","H","AL","8AL9","GENEVA","US","H1",50,50,"CONC","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","00350.1","A","AL","7A0","GREENSBORO","US","18/36",3506,79,"ASPH","FAIR","NONE",,"","","","","MED","3RD PARTY SURVEY","2019/09/11",16,,,
"2024/04/18","00353.1","A","AL","PRN","GREENVILLE","US","14/32",5501,80,"ASPH","GOOD","GRVD",,"","","","","MED","3RD PARTY SURVEY","2007/07/10",15,,,
"2024/04/18","00353.11","A","AL","71AL","GREENVILLE","US","18/36",1800,60,"TURF","","NONE",,"","","","","","OWNER","2008/10/28",,,,
"2024/04/18","00353.12","A","AL","68AL","GREENVILLE","US","18/36",2000,80,"TURF","FAIR","NONE",,"","","","","","OWNER","2004/08/14",,,,
"2024/04/18","00353.13","H","AL","29AL","GREENVILLE","US","H1",40,40,"CONC","FAIR","NONE",,"","","","","NSTD","OWNER","2021/03/09",,,,
"2024/04/18","00359.12","C","AL","08AL","GULF SHORES","US","09W/27W",4000,200,"WATER","","NONE",,"","","","","","ADO","2019/08/07",,,,
"2024/04/18","00359.68","C","AL","AL75","GULF SHORES","US","06W/24W",4330,300,"WATER","","NONE",,"","","","","","OWNER","2006/03/27",,,,
"2024/04/18","00359.69","C","AL","AL96","GULF SHORES","US","05W/23W",3000,300,"WATER","","NONE",,"","","","","","OWNER","2005/12/27",,,,
"2024/04/18","00359.7","A","AL","JKA","GULF SHORES","US","09/27",6962,100,"ASPH","GOOD","GRVD",30,"F","B","X","T","HIGH","NACO","2003/09/30",80,100,,
"2024/04/18","00359.7","A","AL","JKA","GULF SHORES","US","17/35",3596,75,"ASPH","GOOD","NONE",23,"F","B","X","T","MED","3RD PARTY SURVEY","2006/04/26",80,100,,
"2024/04/18","00359.71","H","AL","90AL","GULF SHORES","US","H1",40,40,"CONC","EXCELLENT","NONE",,"","","","","PERI","OWNER","2021/04/20",,,,
"2024/04/18","00360.","A","AL","8A1","GUNTERSVILLE","US","06W/24W",5500,200,"WATER","","NONE",,"","","","","","OWNER","2016/03/31",,,,
"2024/04/18","00360.","A","AL","8A1","GUNTERSVILLE","US","07/25",5005,75,"ASPH","GOOD","GRVD",,"","","","","MED","3RD PARTY SURVEY","2015/11/22",24,,,
"2024/04/18","00360.1","H","AL","5AL0","GUNTERSVILLE","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","00361.02","A","AL","AL10","GURLEY","US","09/27",2500,60,"TURF","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","00363.","A","AL","1M4","HALEYVILLE","US","18/36",5008,100,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2008/08/07",20,,,
"2024/04/18","00363.12","H","AL","98AL","HALEYVILLE","US","H1",20,20,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","00366.1","A","AL","HAB","HAMILTON","US","18/36",5495,100,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2008/10/09",15,,,
"2024/04/18","00366.3","H","AL","9AL8","HAMILTON","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","00368.2","A","AL","2AL7","HANCEVILLE","US","18/36",2600,90,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","00371.","A","AL","AL92","HARPERSVILLE","US","11/29",3400,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00372.","A","AL","AL62","HARTFORD","US","18/36",2600,80,"TURF","","NONE",,"","","","","MED","","",,,,
"2024/04/18","00372.01","A","AL","3AL1","HARTFORD","US","06/24",1800,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00374.09","H","AL","4AL4","HARTSELLE","US","H1",20,20,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","00374.1","A","AL","5M0","HARTSELLE","US","18/36",3599,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2011/06/29",20,,,
"2024/04/18","00374.11","H","AL","9AL0","HARTSELLE","US","H1",40,40,"CONC","","NONE",,"","","","","","OWNER","2023/09/21",,,,
"2024/04/18","00374.5","A","AL","00AL","HARVEST","US","01/19",2100,90,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00374.51","H","AL","9AL9","HARVEST","US","H1",40,40,"CONC","","NONE",,"","","","","","OWNER","2023/09/05",,,,
"2024/04/18","00375.08","A","AL","8AL7","HAZEL GREEN","US","09/27",1000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00375.5","A","AL","M38","HAZEL GREEN","US","07/25",2670,40,"ASPH","GOOD","NONE",,"","","","","LOW","OWNER","2007/07/02",10,,,
"2024/04/18","00375.6","A","AL","AL99","HAZEL GREEN","US","18/36",2600,60,"TURF","FAIR","NONE",,"","","","","","ADO","2018/05/05",,,,
"2024/04/18","00376.","A","AL","HDL","HEADLAND","US","09/27",5002,80,"ASPH","FAIR","NONE",,"","","","","MED","OWNER","2006/06/28",12,,,
"2024/04/18","00376.","A","AL","HDL","HEADLAND","US","17/35",2865,162,"TURF","GOOD","NONE",,"","","","","","3RD PARTY SURVEY","2010/01/27",,,,
"2024/04/18","00380.02","H","AL","9AL1","HOOVER","US","H1",40,40,"CONC","","NONE",,"","","","","","OWNER","2015/11/10",,,,
"2024/04/18","00380.1","H","AL","8AL1","HOOVER","US","H1",40,40,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","00385.02","A","AL","AL93","HUNTSVILLE","US","18/36",2000,80,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","00385.1","A","AL","HSV","HUNTSVILLE","US","18L/36R",10001,150,"ASPH","FAIR","GRVD",105,"F","B","W","T","HIGH","3RD PARTY SURVEY","2017/03/09",120,250,550,
"2024/04/18","00385.1","A","AL","HSV","HUNTSVILLE","US","18R/36L",12600,150,"ASPH-CONC","EXCELLENT","GRVD",120,"F","A","X","T","HIGH","3RD PARTY SURVEY","2017/03/09",120,250,550,
"2024/04/18","00385.12","H","AL","AL36","HUNTSVILLE","US","H1",30,30,"CONC","","NONE",,"","","","","","FAA-EST IMAGERY","2012/07/11",,,,
"2024/04/18","00385.2","A","AL","3M5","HUNTSVILLE","US","09/27",2180,160,"TURF","GOOD","NONE",,"","","","","LOW","","",,,,
"2024/04/18","00385.3","A","AL","4AL8","HUNTSVILLE","US","13/31",2242,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00385.4","A","AL","MDQ","HUNTSVILLE","US","18/36",6500,100,"ASPH","FAIR","GRVD",,"","","","","MED","3RD PARTY SURVEY","2021/01/27",60,75,140,
"2024/04/18","00385.42","H","AL","32AL","HUNTSVILLE","US","H1",60,60,"CONC-TRTD","GOOD","NONE",,"","","","","","OWNER","2021/02/26",,,,
"2024/04/18","00385.43","H","AL","AL72","HUNTSVILLE","US","H1",54,54,"CONC","","NONE",,"","","","","","OWNER","2023/08/25",,,,
"2024/04/18","00387.","A","AL","AL05","HURTSBORO","US","04/22",5000,75,"ASPH","GOOD","NONE",,"","","","","MED","FAA-EST IMAGERY","2012/07/10",,,,
"2024/04/18","00387.01","A","AL","38AL","HURTSBORO","US","04/22",2863,100,"TURF","","NONE",,"","","","","","ADO","2023/02/22",,,,
"2024/04/18","00388.04","A","AL","2AL6","IRVINGTON","US","18/36",2100,150,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","00394.1","A","AL","4R3","JACKSON","US","01/19",5003,80,"ASPH","EXCELLENT","NONE",,"","","","","MED","NACO","2003/08/04",25,,,
"2024/04/18","00395.01","A","AL","3AL5","JACKSONVILLE","US","03/21",1700,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00401.02","H","AL","AL63","JASPER","US","H1",30,30,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","00401.3","A","AL","JFX","JASPER","US","09/27",5004,100,"ASPH","FAIR","NONE",,"","","","","MED","NGS","2009/11/18",50,,,
"2024/04/18","00402.01","H","AL","8AL4","JEMISON","US","H1",30,30,"CONC","","NONE",,"","","","","","OWNER","",,,,
"2024/04/18","00405.","A","AL","5AL7","KINSTON","US","18/36",1800,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00410.1","A","AL","7A3","LANETT","US","06/24",5400,75,"CONC","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2022/10/26",,,,
"2024/04/18","00410.23","H","AL","9AL3","LEESBURG","US","H1",35,35,"CONC","","NONE",,"","","","","","OWNER","",,,,
"2024/04/18","00410.3","A","AL","4AL9","LAPINE","US","04/22",2909,30,"ASPH","POOR","NONE",,"","","","","","","",,,,
"2024/04/18","00411.","H","AL","7AL1","LEXINGTON","US","H1",35,35,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","00412.1","A","AL","AL88","LILLIAN","US","09/27",1320,95,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00419.","A","AL","AL35","LOXLEY","US","03/21",1450,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00419.05","A","AL","57AL","LOXLEY","US","15/33",1400,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00419.1","A","AL","1AL5","LOXLEY","US","09/27",1300,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00420.","A","AL","AL97","LOXLEY","US","18/36",2000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00425.1","A","AL","04A","LUVERNE","US","04/22",4649,80,"ASPH","POOR","NONE",,"","","","","NSTD","","",15,,,
"2024/04/18","00425.11","H","AL","AL06","LUVERNE","US","H1",50,50,"CONC","GOOD","NONE",,"","","","","PERI","OWNER","2022/05/05",,,,
"2024/04/18","00426.3","A","AL","7AL7","MADRID","US","09/27",2382,90,"TURF","","NONE",,"","","","","","OWNER","2012/01/23",,,,
"2024/04/18","00426.51","A","AL","2AL1","MAGNOLIA SPRINGS","US","15/33",2900,100,"TURF","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","00427.4","A","AL","AL76","MAPLESVILLE","US","02/20",3200,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00428.21","A","AL","A08","MARION","US","16/34",6400,80,"ASPH","FAIR","NONE",,"","","","","MED","3RD PARTY SURVEY","2011/07/25",30,50,,
"2024/04/18","00429.","H","AL","AL95","MC INTOSH","US","H1",50,50,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","00429.","H","AL","AL95","MC INTOSH","US","H2",50,50,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","00430.","A","AL","AL09","MENTONE","US","18/36",2450,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","00431.75","H","AL","86AL","MIDLAND CITY","US","H1",30,30,"CONC","GOOD","NONE",,"","","","","","OWNER","2022/02/11",,,,
"2024/04/18","00433.5","A","AL","28AL","MILLBROOK","US","08/26",1500,50,"TURF","FAIR","NONE",,"","","","","","OWNER","2021/03/18",,,,
"2024/04/18","00437.","A","AL","BFM","MOBILE","US","14/32",9618,150,"ASPH-CONC","GOOD","GRVD",72,"F","B","X","T","HIGH","3RD PARTY SURVEY","2019/06/05",75,185,325,
"2024/04/18","00437.","A","AL","BFM","MOBILE","US","18/36",7800,150,"ASPH-CONC","FAIR","NONE",34,"R","B","X","T","MED","3RD PARTY SURVEY","2019/06/05",76,150,320,
"2024/04/18","00437.1","H","AL","AL52","MOBILE","US","H1",60,60,"CONC","","NONE",,"","","","","PERI","OWNER","2016/01/14",,,,
"2024/04/18","00437.2","H","AL","AL82","MOBILE","US","H1",50,50,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","00437.3","A","AL","62AL","MOBILE","US","11/29",2467,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
