"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_LEN","RWY_WIDTH","SURFACE_TYPE_CODE","COND","TREATMENT_CODE","PCN","PAVEMENT_TYPE_CODE","SUBGRADE_STRENGTH_CODE","TIRE_PRES_CODE","DTRM_METHOD_CODE","RWY_LGT_CODE","RWY_LEN_SOURCE","LENGTH_SOURCE_DATE","GROSS_WT_SW","GROSS_WT_DW","GROSS_WT_DTW","GROSS_WT_DDTW"
"2024/04/18","02709.99","H","CO","CD62","RANGELY","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02710.","H","CO","18CO","RANGELY","US","H1",84,84,"CONC","GOOD","NONE",,"","","","","","OWNER","2014/07/14",,,,
"2024/04/18","02710.3","A","CO","4V0","RANGELY","US","07/25",6409,75,"ASPH","FAIR","NONE",28,"F","C","X","T","MED","3RD PARTY SURVEY","2014/08/04",28,28,,
"2024/04/18","02710.31","C","CO","13R","RANGLEY","US","01W/19W",6800,300,"WATER","","NONE",,"","","","","","OWNER","2020/07/27",,,,
"2024/04/18","02710.48","A","CO","25CO","RED FEATHER LAKES","US","07/25",4225,40,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02710.71","H","CO","CD65","RICO","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02711.","A","CO","RIL","RIFLE","US","08/26",7000,100,"ASPH","GOOD","GRVD",43,"F","B","X","U","HIGH","3RD PARTY SURVEY","2020/09/04",90,200,250,
"2024/04/18","02711.02","H","CO","CO85","RIFLE","US","H1",20,20,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02711.03","H","CO","CO87","RIFLE","US","H1",17,17,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02711.6","H","CO","CD66","RIO BLANCO","US","H1",100,100,"GRAVEL","","NONE",,"","","","","","","",,,,
"2024/04/18","02712.2","A","CO","1CO5","ROCKY FORD","US","08/26",3780,45,"ASPH","FAIR","NONE",,"","","","","NSTD","","",5,,,
"2024/04/18","02712.2","A","CO","1CO5","ROCKY FORD","US","18/36",2500,44,"GRVL","FAIR","NONE",,"","","","","","","",5,,,
"2024/04/18","02713.311","A","CO","49CO","ROGGEN","US","08/26",2640,60,"GRAVEL","","NONE",,"","","","","","","",,,,
"2024/04/18","02713.32","A","CO","74CO","ROGGEN","US","14/32",2500,40,"GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","02716.4","A","CO","23CO","RUSH","US","15/33",4000,40,"GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","02716.42","A","CO","08CO","RUSH","US","09/27",2600,75,"TURF","","NONE",,"","","","","","OWNER","2003/07/15",,,,
"2024/04/18","02716.43","A","CO","7CO6","RUSH","US","17/35",2200,75,"TURF","","NONE",,"","","","","","OWNER","2009/02/08",,,,
"2024/04/18","02716.44","A","CO","CO33","RUSH","US","08/26",2000,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02716.44","A","CO","CO33","RUSH","US","18/36",2600,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02716.8","A","CO","95CO","RYE","US","15/33",3500,60,"DIRT","FAIR","NONE",,"","","","","","OWNER","2003/05/12",,,,
"2024/04/18","02717.","A","CO","04V","SAGUACHE","US","11/29",7957,55,"GRVL-DIRT","FAIR","NONE",,"","","","","","ADO","2010/11/09",,,,
"2024/04/18","02719.","A","CO","ANK","SALIDA","US","06/24",7351,75,"ASPH","GOOD","NONE",19,"F","A","X","T","MED","3RD PARTY SURVEY","2015/10/31",30,60,,
"2024/04/18","02719.","A","CO","ANK","SALIDA","US","H1",36,36,"CONC","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","02719.1","A","CO","1CO7","SALIDA","US","06/24",600,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02719.11","A","CO","CO11","SALIDA","US","18/36",2000,20,"DIRT","","NONE",,"","","","","","OWNER","2000/09/20",,,,
"2024/04/18","02719.13","H","CO","6CO9","SALIDA","US","H1",65,55,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02723.61","A","CO","33CO","SAN LUIS","US","03/21",7400,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02727.","A","CO","2CD4","SILT","US","17/35",1400,60,"TURF","","NONE",,"","","","","","OWNER","2006/02/25",,,,
"2024/04/18","02727.5","H","CO","CD68","SILVERTON","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02727.51","H","CO","7CO9","SILVERTON","US","H1",50,50,"ASPH","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02728.7","A","CO","CD15","SIMLA","US","16/34",4100,60,"TURF","FAIR","NONE",,"","","","","","OWNER","2004/04/29",,,,
"2024/04/18","02731.","A","CO","CD10","SOUTH FORK","US","06/24",3000,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02731.","A","CO","CD10","SOUTH FORK","US","08/26",3000,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02731.1","A","CO","CD69","SOUTH FORK","US","16/34",4400,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02732.","A","CO","8V7","SPRINGFIELD","US","17/35",5000,60,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2010/05/27",12.5,,,
"2024/04/18","02738.","A","CO","SBS","STEAMBOAT SPRINGS","US","14/32",4452,100,"ASPH","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2019/12/09",50,60,,
"2024/04/18","02738.02","A","CO","CD99","STEAMBOAT SPRINGS","US","17/35",1800,50,"TURF","FAIR","NONE",,"","","","","","OWNER","2002/02/02",,,,
"2024/04/18","02738.1","A","CO","CD02","STEAMBOAT SPRINGS","US","18/36",1600,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02738.11","H","CO","CD70","STEAMBOAT SPRINGS","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02738.12","A","CO","81CO","STEAMBOAT SPRINGS","US","08/26",2000,60,"TURF","GOOD","NONE",,"","","","","","OWNER","2000/10/26",,,,
"2024/04/18","02738.13","A","CO","1CD4","STEAM BOAT SPRINGS","US","02/20",5400,150,"TURF","","NONE",,"","","","","","OWNER","2005/08/10",,,,
"2024/04/18","02738.14","H","CO","13CO","STEAMBOAT SPRINGS","US","H1",15,15,"CONC","GOOD","NONE",,"","","","","","OWNER","2001/11/13",,,,
"2024/04/18","02741.","A","CO","STK","STERLING","US","04/22",2809,150,"TURF-GRVL","FAIR","NONE",,"","","","","","OWNER","2014/07/18",,,,
"2024/04/18","02741.","A","CO","STK","STERLING","US","15/33",5201,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2011/01/05",30,,,
"2024/04/18","02741.01","A","CO","3CO2","STERLING","US","18/36",4000,100,"GRVL-DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02741.02","H","CO","3CO3","STERLING","US","H1",100,100,"ASPH-CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02741.27","A","CO","3CO4","STONEWALL","US","13/31",3700,75,"TURF","GOOD","NONE",,"","","","","MED","OWNER","2012/07/05",,,,
"2024/04/18","02741.44","A","CO","CO38","STRASBURG","US","17/35",3000,80,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02741.45","A","CO","CO97","STRASBURG","US","02/20",2837,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02741.6","A","CO","09CO","SWINK","US","09/27",3200,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02741.85","H","CO","CD21","TARRYALL","US","H1",100,100,"GRAVEL","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.","A","CO","TEX","TELLURIDE","US","09/27",7111,100,"ASPH","EXCELLENT","GRVD",35,"F","D","X","T","HIGH","3RD PARTY SURVEY","2014/09/14",45,89,,
"2024/04/18","02742.1","H","CO","CO72","TELLURIDE","US","H1",18,18,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.2","A","CO","CO95","TELLURIDE","US","10/28",1500,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.2","A","CO","CO95","TELLURIDE","US","18/36",4000,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.55","H","CO","8CO1","TEXAS CREEK","US","H1",20,20,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.56","H","CO","3CO5","TEXAS CREEK","US","H1",20,20,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02742.81","H","CO","CD22","THORNTON","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","02743.8","H","CO","CD72","TRIMBLE","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02744.","A","CO","TAD","TRINIDAD","US","03/21",5500,75,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2016/02/09",37,50,,
"2024/04/18","02744.","A","CO","TAD","TRINIDAD","US","09/27",5500,100,"TURF-GRVL","FAIR","NONE",,"","","","","","NGS","1976/04/19",,,,
"2024/04/18","02744.01","H","CO","CO64","TRINIDAD","US","H1",45,45,"ASPH","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","02744.02","A","CO","0CD5","TRINIDAD","US","04/22",5050,130,"GRVL","FAIR","NONE",,"","","","","","MILITARY","2023/08/09",,,,
"2024/04/18","02745.01","A","CO","53CO","TWO BUTTES","US","18/36",2800,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02747.","H","CO","CD74","VAIL","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02747.01","H","CO","CO69","VAIL","US","H1",46,46,"CONC","GOOD","NONE",,"","","","","NSTD","OWNER","2020/08/28",,,,
"2024/04/18","02747.01","H","CO","CO69","VAIL","US","H2",45,45,"ASPH-CONC","GOOD","NONE",,"","","","","NSTD","OWNER","2020/08/28",,,,
"2024/04/18","02748.65","H","CO","3CO9","VICTOR","US","H1",40,40,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02750.","A","CO","33V","WALDEN","US","04/22",5900,75,"ASPH","POOR","NONE",,"","","","","MED","3RD PARTY SURVEY","2009/12/01",25,,,
"2024/04/18","02750.","A","CO","33V","WALDEN","US","17/35",4020,100,"TURF","FAIR","NONE",,"","","","","","3RD PARTY SURVEY","2009/12/01",,,,
"2024/04/18","02750.01","H","CO","CD81","WALDEN","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02750.02","H","CO","24CD","WALDEN","US","H1",36,36,"CONC","","NONE",,"","","","","","OWNER","2007/02/01",,,,
"2024/04/18","02751.","A","CO","4V1","WALSENBURG","US","02/20",2238,40,"TURF-DIRT","FAIR","NONE",,"","","","","","3RD PARTY SURVEY","2022/09/15",,,,
"2024/04/18","02751.","A","CO","4V1","WALSENBURG","US","09/27",4715,75,"ASPH","GOOD","NONE",5,"F","C","Y","T","MED","3RD PARTY SURVEY","2022/09/15",17,17,,
"2024/04/18","02751.01","A","CO","CD48","WALSENBURG","US","09/27",3500,80,"TURF","FAIR","NONE",,"","","","","","OWNER","2005/04/16",,,,
"2024/04/18","02751.05","A","CO","73CO","WALSENBURG","US","04/22",3300,60,"DIRT","POOR","NONE",,"","","","","","OWNER","2012/12/24",,,,
"2024/04/18","02751.06","A","CO","CO94","WALSENBURG","US","10/28",1540,150,"TURF","FAIR","NONE",,"","","","","","OWNER","2022/12/09",,,,
"2024/04/18","02752.","A","CO","4CO3","WALSH","US","17/35",3200,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.17","H","CO","4CO1","WATERTON","US","H1",75,75,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.211","A","CO","9CO2","WATKINS","US","E/W",2500,80,"TURF-DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.8","G","CO","4CO2","WELLINGTON","US","01L/19R",3000,16,"ASPH-TURF","","NONE",,"","","","","","OWNER","2012/05/01",,,,
"2024/04/18","02755.8","G","CO","4CO2","WELLINGTON","US","01R/19L",3000,24,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.8","G","CO","4CO2","WELLINGTON","US","09/27",1800,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.8","G","CO","4CO2","WELLINGTON","US","15/33",2500,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02755.81","A","CO","6CO1","WELLINGTON","US","08/26",4000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02756.1","A","CO","CO65","WESTCLIFFE","US","07/25",4200,30,"GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","02756.11","A","CO","C08","WESTCLIFFE","US","13/31",6954,55,"ASPH","GOOD","NONE",,"","","","","","FAA","2014/07/31",,,,
"2024/04/18","02757.","H","CO","4CO4","WESTMINSTER","US","H1",94,54,"CONC","","NONE",,"","","","","","FAA","2017/08/23",,,,
"2024/04/18","02757.01","H","CO","CD04","WESTMINSTER","US","H1",75,30,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","02757.8","H","CO","4CO6","WHEAT RIDGE","US","H1",60,60,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02757.81","H","CO","CO98","WHEAT RIDGE","US","H1",58,58,"MATS","GOOD","NONE",,"","","","","PERI","OWNER","2022/09/21",,,,
"2024/04/18","02758.02","H","CO","CD75","WHITEWATER","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02758.75","A","CO","8CO0","WIGGINS","US","07/25",2550,50,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02760.4","H","CO","CD77","WOLCOTT","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02760.8","H","CO","CD78","WOLF CREEK","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02761.31","H","CO","CD79","WOODLAND PARK","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02762.","A","CO","2V5","WRAY","US","17/35",5399,75,"ASPH","GOOD","NONE",15,"F","A","Z","T","MED","3RD PARTY SURVEY","2020/04/30",16,,,
"2024/04/18","02762.01","H","CO","5CO9","WRAY","US","H1",50,50,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02762.03","A","CO","31CO","WRAY","US","14/32",3200,40,"TURF","","NONE",,"","","","","","OWNER","2010/01/04",,,,
"2024/04/18","02764.","A","CO","88CO","YODER","US","01/19",3800,30,"TURF-DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","02764.01","A","CO","0CD2","YODER","US","08/26",2500,50,"TURF","POOR","NONE",,"","","","","","","",,,,
"2024/04/18","02764.01","A","CO","0CD2","YODER","US","17/35",5000,100,"TURF","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","02765.","A","CO","2V6","YUMA","US","12/30",3277,60,"ASPH-GRVL","GOOD","NONE",,"","","","","","3RD PARTY SURVEY","2016/08/09",,,,
"2024/04/18","02765.","A","CO","2V6","YUMA","US","16/34",4201,75,"ASPH","EXCELLENT","NONE",,"","","","","MED","","",12.5,,,
"2024/04/18","02765.01","A","CO","8CO8","YUMA","US","12/30",2700,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02765.02","H","CO","8CD0","YUMA","US","H1",43,43,"CONC","","NONE",,"","","","","","OWNER","2008/05/15",,,,
"2024/04/18","02777.1","A","CT","CT74","ASHFORD/WESTFORD","US","N/S",1300,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02778.","H","CT","01CT","BERLIN","US","H1",70,70,"TURF-GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","02780.","A","CT","CT01","BETHLEHEM","US","01/19",2050,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02780.01","A","CT","33CT","BETHLEHEM","US","16/34",1450,100,"TURF","","NONE",,"","","","","","OWNER","2008/08/14",,,,
"2024/04/18","02780.1","A","CT","5CT5","BETHLEHEM","US","01/19",1600,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02780.13","B","CT","CT30","BETHLEHEM","US","B1",300,435,"TURF","EXCELLENT","NONE",,"","","","","","OWNER","2017/09/14",,,,
"2024/04/18","02783.5","H","CT","CT05","BLOOMFIELD","US","H1",2600,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02784.5","A","CT","CT36","BOZRAH","US","02/20",2150,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02785.","A","CT","BDR","BRIDGEPORT","US","06/24",4677,100,"ASPH","EXCELLENT","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2019/04/26",57,80,,
"2024/04/18","02785.","A","CT","BDR","BRIDGEPORT","US","11/29",4759,150,"ASPH","FAIR","NONE",,"","","","","HIGH","3RD PARTY SURVEY","2019/04/26",30,108,,
"2024/04/18","02785.01","H","CT","0CT7","BRIDGEPORT","US","H1",66,48,"CONC","","NONE",,"","","","","","FAA-EST IMAGERY","2016/02/03",,,,
"2024/04/18","02785.02","H","CT","CT12","BRIDGEPORT","US","H1",40,40,"STEEL-CONC","","NONE",,"","","","","PERI","FAA-EST IMAGERY","2016/02/03",,,,
"2024/04/18","02785.11","H","CT","CT37","BRIDGEPORT","US","H1",750,150,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02788.","A","CT","CT96","BRISTOL","US","16/34",1800,24,"ASPH","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","02788.01","H","CT","CT03","BRISTOL","US","H1",45,45,"DECK","","NONE",,"","","","","PERI","FAA-EST IMAGERY","2016/02/02",,,,
"2024/04/18","02788.02","H","CT","CT60","BRISTOL","US","H1",20,16,"CONC","","NONE",,"","","","","","OWNER","2005/09/30",,,,
"2024/04/18","02791.51","H","CT","23CT","BURLINGTON","US","H1",80,80,"MATS","","NONE",,"","","","","","OWNER","2003/09/11",,,,
"2024/04/18","02798.3","A","CT","SNC","CHESTER","US","17/35",2722,50,"ASPH","FAIR","NONE",,"","","","","MED","FAA","2006/07/31",8.5,,,
"2024/04/18","02798.68","A","CT","CT07","COLCHESTER","US","09/27",1500,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02798.75","A","CT","CT09","COVENTRY","US","16/34",1360,120,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02802.","A","CT","DXR","DANBURY","US","08/26",4421,150,"ASPH","GOOD","GRVD",,"","","","","MED","3RD PARTY SURVEY","2014/10/02",38,70,,
"2024/04/18","02802.","A","CT","DXR","DANBURY","US","17/35",3135,100,"ASPH","GOOD","NONE",,"","","","","","3RD PARTY SURVEY","2014/10/02",50,65,,
"2024/04/18","02802.02","H","CT","0CT8","DANBURY","US","H1",60,60,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02803.","A","CT","LZD","DANIELSON","US","13/31",2700,75,"ASPH","GOOD","NONE",,"","","","","MED","","",29,,,
"2024/04/18","02803.85","A","CT","CT39","DURHAM","US","15/33",1400,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02803.856","U","CT","5CT6","EASTFORD","US","03/21",1100,45,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02803.86","H","CT","CT50","EAST GRANBY","US","H1",30,30,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02804.","A","CT","42B","EAST HADDAM","US","14/32",2120,50,"ASPH","GOOD","NONE",,"","","","","LOW","","",8,,,
"2024/04/18","02804.","A","CT","42B","EAST HADDAM","US","16W/34W",4500,1000,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","02804.01","H","CT","CT86","EAST HADDAM","US","H1",800,600,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02804.02","A","CT","CT11","EAST HADDAM","US","N/S",1250,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02808.","A","CT","CT13","EAST KILLINGLY","US","02/20",1700,90,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02809.2","A","CT","CT85","EAST WINDSOR","US","08/26",2000,50,"TURF","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","02809.4","A","CT","CT14","EAST WINDSOR HILL","US","13/31",2400,100,"TURF","","NONE",,"","","","","STRB","","",,,,
"2024/04/18","02810.1","A","CT","7B9","ELLINGTON","US","01/19",1800,50,"ASPH","FAIR","NONE",,"","","","","NSTD","","",9,,,
"2024/04/18","02810.2","A","CT","CT15","ELLINGTON","US","18/36",1800,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02810.21","H","CT","02CT","ELLINGTON","US","H1",50,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02810.51","H","CT","CT23","ENFIELD","US","H1",80,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02810.52","H","CT","CT27","ENFIELD","US","H1",40,40,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02810.53","C","CT","CT87","ENFIELD","US","02W/20W",5000,500,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","02810.8","C","CT","CT16","ESSEX","US","18W/36W",5000,200,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","02812.","H","CT","CT41","FAIRFIELD","US","H1",150,90,"ASPH","","NONE",,"","","","","MED","","",,,,
"2024/04/18","02814.","H","CT","CT71","FARMINGTON","US","H1",87,87,"ASPH","GOOD","NONE",,"","","","","PERI","ARPTS CONTRACTOR","2012/11/17",,,,
"2024/04/18","02814.01","H","CT","CT75","FARMINGTON","US","H1",55,55,"CONC","","NONE",,"","","","","","FAA-EST IMAGERY","2016/02/02",,,,
"2024/04/18","02816.49","H","CT","CT02","GLASTONBURY","US","H1",45,45,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02816.5","H","CT","CT38","GLASTONBURY","US","H1",43,43,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02817.","A","CT","CT42","GOSHEN","US","18/36",1600,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02823.","A","CT","GON","GROTON (NEW LONDON)","US","05/23",5000,150,"ASPH","GOOD","GRVD",46,"F","C","X","T","HIGH","3RD PARTY SURVEY","2010/04/25",90,113,200,
"2024/04/18","02823.","A","CT","GON","GROTON (NEW LONDON)","US","15/33",4000,96,"ASPH","GOOD","GRVD",12,"R","C","X","T","HIGH","3RD PARTY SURVEY","2010/04/25",90,113,,
"2024/04/18","02825.51","H","CT","CT40","HAMDEN","US","H1",60,60,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02827.","A","CT","HFD","HARTFORD","US","02/20",4417,150,"ASPH","FAIR","GRVD",,"","","","","HIGH","NGS","2003/09/01",30,43,70,
"2024/04/18","02827.","A","CT","HFD","HARTFORD","US","11/29",2314,71,"ASPH","GOOD","NONE",,"","","","","HIGH","NGS","2003/09/01",10,,,
"2024/04/18","02827.","A","CT","HFD","HARTFORD","US","H1",70,77,"ASPH","GOOD","NONE",,"","","","","MED","","",,,,
"2024/04/18","02827.","A","CT","HFD","HARTFORD","US","H2",44,44,"ASPH","EXCELLENT","NONE",,"","","","","MED","","",,,,
"2024/04/18","02827.","A","CT","HFD","HARTFORD","US","NE/SW",2309,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02827.01","H","CT","CT06","HARTFORD","US","H1",80,60,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02827.23","H","CT","0CT9","HARTFORD","US","H1",60,75,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02829.01","H","CT","0CT5","HARTFORD","US","H1",46,46,"MATS","","NONE",,"","","","","MED","OWNER","2011/07/01",,,,
"2024/04/18","02829.02","H","CT","CT73","HARTFORD","US","H1",50,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02829.03","H","CT","20CT","HARTFORD","US","H1",40,40,"ASPH","","NONE",,"","","","","","FAA OE/AAA","2022/06/27",,,,
"2024/04/18","02829.3","H","CT","04CT","HARWINTON","US","H1",50,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02830.6","A","CT","CT19","HAZARDVILLE","US","03/21",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02832.","A","CT","CT43","JEWETT CITY","US","16/34",1725,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02832.01","A","CT","24CT","JEWETT CITY","US","01/19",1700,50,"TURF","","NONE",,"","","","","","OWNER","2007/03/01",,,,
"2024/04/18","02840.","C","CT","CT78","LYME","US","15W/33W",2900,100,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","02843.3","A","CT","CT20","MARLBOROUGH","US","NW/SE",1600,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02843.4","A","CT","9B8","MARLBOROUGH","US","17/35",2000,60,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","02843.7","H","CT","14CT","MASHANTUCKET","US","H1",80,25,"CONC","","NONE",,"","","","","","OWNER","2000/12/05",,,,
"2024/04/18","02844.","A","CT","MMK","MERIDEN","US","18/36",3100,75,"ASPH","GOOD","NONE",,"","","","","MED","","",30,,,
"2024/04/18","02844.01","H","CT","CT95","MERIDEN","US","H1",30,30,"CONC","","NONE",,"","","","","","FAA-EST IMAGERY","2016/02/03",,,,
"2024/04/18","02846.21","H","CT","CT25","MIDDLEBURY","US","H1",30,30,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02846.61","H","CT","CT98","MIDDLETOWN","US","H1",45,45,"MATS","","NONE",,"","","","","PERI","OWNER","2009/02/13",,,,
"2024/04/18","02846.62","H","CT","0CT6","MIDDLETOWN","US","H1",65,65,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","02847.2","H","CT","CT46","MILFORD","US","H1",100,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02852.","A","CT","CT48","MYSTIC","US","18/36",1800,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02852.01","H","CT","69CT","MYSTIC","US","H1",60,8,"TURF","","NONE",,"","","","","","OWNER","2008/10/16",,,,
"2024/04/18","02853.6","H","CT","5CT1","NANGATUCK","US","H1",150,150,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02856.01","H","CT","0CT3","NEW BRITAIN","US","H1",60,60,"CONC","","NONE",,"","","","","","FAA-EST IMAGERY","2016/02/02",,,,
"2024/04/18","02858.","A","CT","HVN","NEW HAVEN","US","02/20",5600,150,"ASPH","EXCELLENT","GRVD",57,"F","C","X","T","HIGH","3RD PARTY SURVEY","2017/01/09",110,160,,
"2024/04/18","02858.01","H","CT","1CT2","NEW HAVEN","US","H1",48,72,"ASPH","","NONE",,"","","","","PERI","FAA-EST IMAGERY","2016/02/02",,,,
"2024/04/18","02861.9","A","CT","11N","NEW MILFORD","US","17/35",2900,50,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","02861.91","H","CT","6Y2","NEW MILFORD","US","H1",50,50,"ASPH","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","02861.95","A","CT","CT52","NEWTOWN","US","N/S",2000,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02862.98","A","CT","CT24","NORTH CANAAN","US","03/21",3100,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","02865.","H","CT","CT91","NORWALK","US","H1",37,37,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","02865.11","H","CT","CT56","NORWALK","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
