id,latitude,longitude,area,ele,access,abandoned,surface,width,name,ref:linz:topo50_id,length,source,ref
35309233,-9.8786398,-76.2045499,,,,,asphalt,,,,,,07/25
35309234,-6.509102,-76.3731552,,,,,asphalt,45,,,2600,landsat,17/35
35309235,-3.7847791,-73.3087962,,,,,asphalt,,,,,landsat,06/24
35309280,-2.7962346,-76.4663247,,,,,paved,,,,,,12/30
35309570,18.2412109,-72.5186126,,,,,paved,,,,1170,,01/19
35309571,18.2710031,-73.7881512,,,,,paved,,,,900,,08/26
35309610,19.9349997,-72.8466726,,,,,gravel,,05/23,,,digitalglobe,05/23
35309611,18.6632783,-74.1706808,,,,,paved,,,,,,10/28
35309656,20.9749732,-73.6669425,,,,,asphalt,30,,,2138,,09/27
35309687,22.3791613,-73.0142481,,,,,paved,46,,,2042,bing,06/24
35309910,36.5038853,2.8144468,,,,,asphalt,46,,,1778,,07/25
35310110,36.711977,5.0699026,,,,,asphalt,45,,,2400,,08/26
35310447,49.6435775,3.5546035,,,,,,,,,,landsat,
35310623,51.0901954,2.6528664,,,,,asphalt,,,,,,11-29
35310624,51.094922,2.6583075,,,,,asphalt,,,,,landsat,02-20
35310685,51.784864,1.1300591,,,,,grass,,,,2001',,18/36
35310738,51.2558234,5.6016456,,,,,paved,23,,,1180,landsat,03/21
35310906,51.3421322,1.3462279,,,,,asphalt,60,,,2750,,10/28
35310982,57.6423641,136.1615974,,,,,,,UEMF,,,,04/22
35314222,-0.4625902,34.0623555,yes,,,,,,,,,,
35323582,51.5642874,4.9378164,,15,,,,,,,1996m,3dshapes,02/20
35323583,51.5673885,4.9316581,,15,,,,,,,2779m,3dshapes,10/28
35323584,51.5172646,5.855678,,,,,asphalt,45,,,3000,landsat,06/24
35323805,52.1270167,0.9553542,,,,,paved,,05/23,,,,
35323900,52.4973313,1.0511511,,,,,paved,,07/25,,,Bing,
35324053,52.5109463,1.417191,,,,,paved,46,06/24,,800,,
35324339,-4.8161216,11.8865787,yes,,,,asphalt,45,,,2600,landsat,35-170
35324340,-0.7147426,8.75321,,,,,,,,,,landsat,03/21
35335186,4.9760458,8.3472996,,,,,,,,,,landsat,03/21
35335409,12.0463903,8.5294535,,,,,,,,,,landsat,05/23
35335410,9.0068025,7.2631813,,,,,asphalt,,,,,landsat,04/22
35336542,48.7686202,7.2062474,,,,,asphalt,45,,,,landsat,06/24
35340338,53.2088733,7.033407,,,,,asphalt,20,,,800,landsat,06-24
35340726,-17.8779738,15.9533334,,,,,asphalt,45,,,2986,Bing;Jeppesen,08/26
35341146,4.2215706,15.7863544,,,,,asphalt,,,,1520,,17/35
35342751,5.9589346,15.6377897,,,,,"asphalt,_dirt",,,,1960,,17/35
35342752,4.9381204,15.8937562,,,,,grass,,,,1205,landsat,17/35
35343054,57.789997,29.9727592,,,,,,,,,,landsat,
35343055,57.3876513,25.5095079,,,,,unpaved,,,,,,
35343056,56.9919311,24.0743523,,,,,,,,,,landsat,14/32
35344214,56.3652241,36.7351864,,164,,,concrete,50,,,2400,,07/25
35344259,57.0584756,40.9795225,,135,,,concrete,,,,2300,Yahoo aerial photos,11/29
35344260,56.9423734,40.9323373,,,,,concrete,,,,,landsat,11/29
35344264,56.7980786,37.3298273,,,,,,,,,,,06/24
35344297,63.9237264,38.410421,,,,,concrete;unpaved,80,,,3500,Yahoo aerial photos,12/30
35344334,-19.5630926,45.4505097,,,,,paved,,,,,landsat,
35344438,13.6896281,44.1372224,,,,,,,,,,landsat,X - X
35344439,13.6861066,44.1389321,,,,,,,,,,landsat,01 / 19
35344446,18.2404136,42.6565188,,,,,concrete,45,13/31,,,landsat,13/31
35344471,28.9343269,47.7907685,,,,,,,,,3000,,15R/33L
35344488,29.3457424,47.520128,,144,,,,,قاعدة علي السالم الجوية,,,Bing,12R/30L
35344489,29.2269425,47.9910021,,,,,asphalt,45,,,3500,,15L/33R
35344490,29.3476984,47.5214257,,144,,,,,قاعدة علي السالم الجوية,,,landsat,12L/30R
35344491,29.226638,47.968912,,,,,concrete,45,,,3400,,15R/33L
35344505,33.7899224,42.4545596,,,,,paved,,,,,,09L/27R
35344506,33.7721229,42.4282453,,,,,unpaved,,,,,,08/26
35344507,33.7812442,42.4278329,,,,,paved,,,,,,09R/27L
35344508,33.3392186,43.5984369,,,,,,,12L/30R,,3684,,
35344509,33.3370277,43.5953509,,,,,concrete,,12R/30L,,4019,,
35344925,39.6036589,47.8815979,,,,,paved,,,,,,11/29
35344926,38.137392,46.2298132,,,,,asphalt,,,,,,12L/30R
35345147,43.2051436,44.6067544,,,,,concrete,45,,,3000,Yahoo aerial photos,09/27
35345187,50.2012051,45.206672,,,,,concrete,44,,,2500,landsat,03/21
35345188,45.1092857,42.1127929,,,,,asphalt,48,,,2600,landsat,07/25
35346091,51.3668251,42.1834943,,122,,,concrete,40,,,2500,landsat,11/29
35346094,51.0905325,42.1738998,,,,yes,concrete,,,,,landsat,
35350226,27.3351372,68.143,,,,,asphalt,,,,,Yahoo aerial photos,08/26
35350227,26.2194125,68.3900572,,,,,concrete,,,,,Bing,02/20
35352471,27.7926497,66.6430536,,,,,paved,28,,,1830,Bing,
35354421,30.2521409,66.9386669,,,,,asphalt,46,,,3658,Yahoo aerial photos,13L/31R
35354422,33.3209272,68.6365696,,,,,dirt,,,,,landsat,02/20
35354423,31.3582606,69.4639308,,,,,,,,,,landsat,10/28
35354479,33.9027203,70.0714047,,,,,,,,,1219,landsat,16/34
35354666,40.1214859,70.6668223,,,,,,,,,,landsat,08/26
35358770,48.2900673,10.4421963,,491,,,grass,30,,,500,,08/26
35381222,50.3187195,66.9527045,,,,,paved,,08/26,,,landsat,
35381454,61.0284899,69.0860596,,23,,,,,,,,bing,06/24
35381456,51.8518735,68.3658415,,,,,ground,,,,,,
35381513,59.6541159,67.4271332,,,,,,,,,,bing,
35381707,6.7456981,73.1691724,,,,,asphalt,,,,1220,landsat,03/21
35381708,0.4880913,72.9955078,,,,,asphalt,,,,,,16/34
35382009,13.1358763,77.6048141,,,,,asphalt,,,,,landsat,09/27
35382635,15.1617477,76.8816161,,,,,asphalt,,Bellary Airport,,1106,landsat,12/30
35382636,14.148624,77.7912517,,,,,asphalt,,,,,landsat,09/27
35382923,19.8630172,75.3956123,,,,,asphalt,,09/27,,,,09/27
35382924,15.8587913,74.6160705,,,,,asphalt,,,,,landsat,08/26
35383071,78.5831347,100.9996488,,,,,,,,,,landsat,
35385889,42.6453149,26.3590815,,172,,,asphalt,,,,2500,,09/27
35386321,37.0906258,127.0296523,,,,,concrete,45.72,,,2744,landsat,09R/27L
35389007,-8.5605436,116.0945505,,,,,,,,,,,09L/27R
35390524,50.1913051,129.5039069,,,,,,,,,,landsat,
35390599,51.264361,128.7200511,,,,,,,,,,landsat,
35390600,51.9860245,127.6423664,,,,,,,,,,landsat,
35390601,51.1701101,128.4439197,,,,,concrete,60,,,3500,landsat,16/34
35391857,71.0636353,127.3382045,,,,,grass,,,,,landsat,
35391989,71.697658,128.9029802,,,,,concrete,59,,,3000,bing,03/21
35392026,-12.2692387,136.8175433,,,,,,,13-31,,,landsat,
35392027,-31.1457912,136.8125953,,,,,asphalt,45,,,2377,landsat,18/36
35392028,-31.1403375,136.8209827,,,,,asphalt,30,,,1614,landsat,
35392414,35.2554502,136.9243977,,,,,unpaved,,16/34,,,,
35392415,34.632696,135.223882,,,,,asphalt,60,,,2500,GSImaps/ort,09/27
35393341,36.6484142,137.1873998,,,,,paved,,,,,GSImaps/ort,02/20
35393342,44.0833517,133.8687936,,,,,,,,,,landsat,
35393426,50.6057786,137.0813147,,,,,,,,,,Bing,01/19
35393427,50.4094036,136.9353584,,,,,concrete,42,,,2500,landsat,18/36
35393429,50.0314185,136.2966924,,,,,,,,,,landsat,взлетная полоса
35393659,-37.7480692,140.7840389,,,,,paved,30,,,922,Bing,11/29
35393661,-37.7508779,140.788325,,,,,paved,30,,,,Bing;jeppeson,18 / 36
35393663,59.7611183,137.6828175,,,,,,,,,,,
35393669,-37.0318572,143.7120529,,,,,unpaved,,06/24,,,,
35393670,-37.0351366,143.7075583,,,,,paved,,17/35,,,,
35393671,-37.3114145,142.9910072,,,,,paved,,,,,,12/30
35393672,-37.3092556,142.9899974,,,,,grass,,,,,,04/22
35393692,-36.3111567,141.643288,,,,,,,Nhill Airport,,,landsat,
35393693,-36.3107655,141.6470058,,,,,,,Nhill Airport,,,landsat,
35393694,-36.3216735,142.4205765,,,,,asphalt,,,,,nearmap,08/26
35393704,-15.4853758,141.7525799,,,,,,,,,,landsat,12/30
35393705,-27.9864121,143.8121713,,,,,asphalt,,,,,Bing,13/31
35394352,-6.1482268,143.6571416,,,,,paved,30,,,1344,,17/35
35394353,-9.0869133,143.207861,,,,,paved,30,,,1400,Yahoo aerial photos;https://ourairports.com/airports/AYDU/runways.html,14/32
35394354,-12.6229781,142.0880009,,,,,,,,,,Yahoo aerial photos,12/30
35394390,-5.6349864,143.8920705,,,,,paved,,,,,,14/32
35394392,-2.6936869,141.3041723,,,,,paved,26,,,1760,Yahoo aerial photos;https://ourairports.com/airports/AYVN/runways.html,12/30
35394473,35.6715186,139.5279297,,,,,asphalt,20,17/35,,800,,17/35
35394484,35.8421491,139.4106316,,,,,asphalt,45,17/35,,2000,,RJTJ
35394485,39.6155975,140.2186928,,,,,paved,,10/28,,,,
35394498,41.7701608,140.822047,,,,,,,12/30,,,GSImaps/ort,
35394570,43.6707155,142.447564,,,,,paved,,16/34,,,GSImaps/ort,16/34
35394572,49.2714814,142.9288656,,18,,,concrete,,,,2600,Yahoo aerial photos,
35394604,49.3965206,142.8849105,,,,,,,,,,Yahoo aerial photos,
35394605,66.4512708,143.2611144,,,,,,,,,,Yahoo aerial photos,
35394636,-40.99797,145.733642,,,,,,,Burnie / Wynyard Airport (YWYY),,,Yahoo aerial photos,09/27
35394638,-40.089114,147.9887774,,,,,asphalt,,,,,Bing,14/32
35395145,-38.0995767,147.1497847,,,,,asphalt,46,,,2450,Yahoo aerial photos,04/22
35395146,-38.0972442,147.1408139,,,,,asphalt,46,,,2300,Yahoo aerial photos,09/27
35395212,-37.8865282,147.5685128,,,,,paved,,13/31,,,,
35395213,-37.887513,147.5694502,,,,,paved,,04/22,,,,
35395214,-37.7895245,148.6116286,,,,,asphalt,,,,,Yahoo aerial photos,07 & 25
35395333,-37.6008133,149.7192725,,,,,unpaved,,,,,,
35395334,-37.0481884,147.3352126,,1298,,,asphalt,,,,,Yahoo aerial photos,11-29
35395393,-36.183312,147.8873225,,,,,,,,,,Yahoo aerial photos,
35395395,-36.415431,146.3084052,,,,,asphalt,30,,,1428,,18/36
35395554,-22.9575531,145.2489429,,,,,compacted,18,11/29,,1200,,11/29
35395841,-19.6020207,146.8431273,,,,,,,12/30,,,landsat,
35406247,-8.8044999,148.3089594,,,,,paved,30,,,1672,https://ourairports.com/airports/AYGR/runways.html,03/21
35406248,-7.9636555,145.7713554,,,,,paved,18,,,928,,14/32
35406283,-5.8258966,144.2977639,,,,,asphalt,18,,,1097,landsat_wms,08/26
35406284,-6.0238358,144.9706968,,1516,,,paved,27,03/21,,1015,Bing;https://ourairports.com/airports/AYCH/runways.html,03/21
35406285,-6.0810887,145.3922197,,,,,paved,18,,,1214,Bing,17L/35R
35406286,-6.0838761,145.3913822,,,,,paved,30,17R/35L,,1646,Bing,17R/35L
35406287,-5.8280111,144.2991037,,,,,asphalt,30,,,2190,landsat_wms,12/30
35406387,44.9194599,147.6218165,,,,,concrete,30,,,2383,Yahoo aerial photos,14/32
35406388,-5.2087423,145.7877781,,,,,asphalt,32,,,1577,Yahoo aerial photos;https://ourairports.com/airports/AYMD/runways.html,07/25
35406526,-33.9956379,150.9520822,,,,,paved,,,,670,,11/29
35410082,-29.7196857,-51.4886198,,,,,grass,23,,,920,,13/31
35415967,-32.6494118,151.2091322,,,,,gravel,,,,3821,Bing,18/36
35415968,-31.8880747,152.5155333,,,,,asphalt,,22/04,,1504,Bing,22/04
35416645,28.3416017,-80.6854844,,,,,paved,,,,,,11/29
35423421,60.4589359,28.7460213,,,,,concrete,50,,,2005,bing,13R/31L
35423430,61.6867459,27.2016755,,101,,,asphalt,45,,,1700,MML,11/29
35423435,-5.4636621,150.4072141,,,,,paved,30,,,2025,Bing;ourairports.com,12/30
35423436,-5.422269,154.6727282,,3,,,paved,30,04/22,,1562,,04/22
35423437,-10.3106322,150.3353677,,,,,paved,30,,,1585,Bing,09 / 27
35423445,70.6002868,29.6927656,,,,,,,,,,Yahoo aerial photos,03/21
35423446,-26.5290256,31.3075705,,616,,,asphalt,45,,,2600,,07/25
35423614,-2.5794648,150.8081138,,,,,paved,30,,,1704,landsat;ourairports.com,12/30
35425460,65.737373,150.7069937,,,,,,,,,,Yahoo aerial photos,
35425587,5.3330494,25.9309563,,,,,dirt,,,,1750,,09/27
35425691,50.444953,25.8388462,,,,,concrete,42,,,2540,Yahoo aerial photos,10/28
35432272,50.5732801,32.315772,,,,,concrete,60,,,3000,,17/35
35432555,60.7102693,33.569894,,,,,concrete,60,,,2500,Yahoo aerial photos,04/22
35432688,50.7917,40.6078246,,162,,,concrete,60,,,2534,bing,11/29
35432689,52.6492733,39.433681,,,,,concrete,60,,,3000,Yahoo aerial photos,15/33
35432690,51.8342381,41.555076,,,,,concrete,,,,,,
35432836,56.3188139,43.7956165,,,,,,65,,,2900,,06/24
35432837,60.7905276,46.2628274,,,,,,,,,,Yahoo aerial photos,02/20
35433504,17.038736,54.0913172,,,,,,,,,,,G
35433858,52.6733229,1.2808056,,,,,,,,,,,C
35441757,65.4376443,52.2003017,,,,,,,,,,Yahoo aerial photos,
35442298,57.1447783,65.4699109,,104,,,concrete,40,,,700,,02/20
35442301,57.988279,60.2345285,,,,,concrete,42,,,2500,Yahoo aerial photos,08/26
35443008,51.8587934,47.7454747,,,,,paved,,03/21,,,Yahoo aerial photos,
35443010,51.4779636,45.9428848,,,,,,,,,,Bing,04/22
35443100,57.9515196,56.193403,,,,,asphalt,30,08/26,,,Yahoo aerial photos,
35443103,65.054124,56.6738239,,,,,,,,,,Yahoo aerial photos; GPS,
35443410,43.5327445,-121.9502303,,,,,,,Crescent Lake Landing Strip,,,Yahoo aerial photos,13/31
35443411,43.5819851,-124.1798391,,,,,turf,,,,655,"Yahoo aerial photos, Wikipedia",15/33
35443921,43.9720104,-84.4739842,,,,,paved,,,,,,09/27
35443922,43.9021309,-85.5160762,,,,,paved,,,,,Yahoo aerial photos,
35448784,-21.8745391,-47.9038574,,,,,asphalt,45,,,1720,,02/20
35449032,31.6946531,38.7319729,,,,,,,,,,Bing,10/28
35449584,61.5897286,89.995061,,,,,paved,,04/22,,,,
35449693,50.6765635,106.1393205,,,,,,,,,,Yahoo aerial photos,
35449694,50.6783557,106.1374287,,,,,,,,,,Yahoo aerial photos,
35449797,23.3922837,113.3098427,,,,,concrete,60,,,3800,,02L/20R
35449798,23.3926919,113.2877397,,,,,concrete,45,,,3600,,01/19
35449799,25.2199023,110.039498,,,,,,,,,,GPS,01/19
35449800,34.5193278,113.8411545,,,,,asphalt,45,,,3400,Yahoo aerial photos,12R/30L
35450470,52.0735085,113.4328747,,,,,concrete,40,,,2510,Yahoo aerial photos,15/33
35450477,57.7728257,108.0589416,,,,,,,,,,Yahoo aerial photos,09/27
35450478,55.8251897,110.0973243,,,,,,,,,,Yahoo aerial photos,не эксплуатируется
35450592,24.5443356,118.1278687,,,,,asphalt,45,05/23,,3400,Yahoo aerial photos,05/23
35452024,31.5835802,-116.6503591,,,,,,,,,,Yahoo aerial photos,
35452040,36.3988845,-119.1063108,,,,,,,7/25,,,Yahoo aerial photos,
35452075,36.7319515,-97.0997503,,,,,,,17/35,,,Yahoo aerial photos,
35452076,33.9870359,-98.4914798,,,,,concrete,91,,,3993,yahoo_wms,15R/33L
35452078,34.0035087,-98.4895734,,,,,asphalt,46,,,1829,yahoo_wms,15L/33R
35452079,33.6241607,-96.5861593,,,,,paved,,16/34,,,Yahoo aerial photos,
35452102,43.233431,-93.622326,,,,,,,,,,Yahoo aerial photos,19/33
35452103,43.2375995,-93.6279508,,,,,,,,,,Yahoo aerial photos,9/27
35452104,43.1555292,-93.3354784,,,,,asphalt,,,,1677,,12/30
35452105,43.1597271,-93.327708,,,,,asphalt,,,,1982,Yahoo aerial photos,18/36
35452113,14.3823601,-87.6211622,,,,,asphalt,,,,2441,Yahoo aerial photos,17/35
35452123,37.0872009,-84.0769053,,,,,paved,,6/24,,,Yahoo aerial photos,
35452124,36.6953835,-84.3915138,,,,,asphalt,22.86,4/22,,914.0952,aerial imagery;FAA database,04/22
35452134,42.1293695,-86.4288386,,,,,paved,18,14/32,,977,Yahoo aerial photos,13-31
35455919,27.9062253,-82.6833051,,,,,asphalt,150 ft,,,5903 ft,http://www.fly2pie.com/aviation-business/airfield-map,04/22
35455920,27.9094834,-82.6880765,,,,,asphalt,150 ft,,,4712 ft,http://www.fly2pie.com/aviation-business/airfield-map,
35455922,27.8982301,-82.6863747,,,,,asphalt,150 ft,,,9730 ft,http://www.fly2pie.com/aviation-business/airfield-map,18/36
35455925,27.9326612,-82.0435647,,,,,unpaved,30,,,735,Yahoo aerial photos,14/32
35457571,34.2728903,-78.7149581,,,,,asphalt,23,,,1676,Yahoo aerial photos,6/24
35457608,36.0932732,-79.9448338,,,,,asphalt,46,,,1945,Yahoo aerial photos,14/32
35457609,36.1006076,-79.9324874,,,,,asphalt,46,,,3048,Yahoo aerial photos,5R/23L
35457610,36.0497369,-79.4730191,,,,,asphalt,30,,,1953,Yahoo aerial photos,6/24
35457612,36.0233434,-78.3302921,,,,,asphalt,30,,,1676,Yahoo aerial photos,5/23
35457648,41.5645857,-81.4872117,,,,,asphalt,100 ft,,,5102 ft,,6/24
35457649,41.5151986,-82.866721,,,,,asphalt,23,,,1219.5,Yahoo aerial photos,18/36
35457650,41.5170224,-82.8715105,,,,,asphalt,30.48,,,1720.9,Yahoo aerial photos,9/27
35457718,24.3153039,-75.4524567,,,,,asphalt,30,,,1518,landsat,09/27
35457719,24.629272,-75.6734676,,,,,asphalt,46,,,2134,,12/30
35457720,24.0631845,-74.5243211,,,,,asphalt,46,,,2438,landsat,10/28
35457801,38.5423245,-75.5941778,,,,,grass,82,,,968,Yahoo aerial photos,15/33
35457802,38.7158578,-77.5102541,,,,,paved,,,,,Yahoo aerial photos,16L/34R
35457803,38.7222211,-77.5178353,,,,,asphalt,22.86,,,1132.33,Yahoo aerial photos,16R/34L
35457805,38.6847836,-75.3570437,,,,,asphalt,23,,,948,Yahoo aerial photos,10/28
35466590,43.683471,10.393987,,,,,asphalt,45,,,2992,,04R/22L
35472007,47.8355128,10.8712581,,739,,,asphalt,18,,,700,,09/27
35480668,40.8681534,-111.9274979,,,,,asphalt,21,,,1412,,17/35
35534674,53.5590761,-0.8594505,,,,,paved,,,,,,05/23
35534701,8.4995829,21.257948,,,,,,,,,,landsat,FERMÉ
35534702,8.4268163,20.6351463,,,,,dirt,,,,1510,landsat,17/35
35534810,43.8178958,20.5863559,,,,,concrete,30,,,2265,,13/31
35534812,43.6142642,21.0303575,,,,,grass,80,,,1573,landsat;local knowledge,11/29
35534960,43.2319529,27.82525,,70,,,asphalt,55,,,2500,bing,09/27
35535052,-19.7964744,34.9077331,,,,,asphalt,,,,,landsat,12/30
35535053,-19.7973541,34.9087956,,,,,paved,,,,,landsat,
35535054,-19.79524,34.910959,,,,,paved,,,,,landsat,
35544669,38.1167612,13.3132656,,84,,,,30,,,1164,,17/35
35552745,40.1277092,32.9961358,,,,,,,,,,Yahoo aerial photos,21L/03R
35552746,47.0580533,31.9193646,,,,,asphalt,44,,,2555,,04/22
35552872,65.1213121,57.130925,,,,,asphalt,,,,,landsat,16/34
35552873,25.9863905,63.0302154,,,,,asphalt,30,,,,bing,08L/26R
35552981,26.1182748,85.313081,,,,,asphalt,,,,,landsat,10/28
35552982,25.7601577,87.4094133,,,,,concrete,20,,,,landsat,09/27
35553133,18.7376151,105.6707277,,,,,,,,,,Yahoo aerial photos,17/35
35553201,51.5611771,116.7039004,,,,,,,,,,landsat,
35553202,51.0200942,115.4311294,,,,,concrete,40,,,2500,landsat,09/27
35555873,-8.3272197,157.2617672,,,,,paved,30,,,1400,,07/25
35560813,54.681274,158.5499137,,,,,asphalt,40,,,1760,landsat,06/24
35560814,54.2944898,158.1515711,,,,,,,,,,,04/22
35560921,56.3097817,160.8045712,,,,,concrete,40,,,2000,bing,13/31
35560922,56.0916022,159.8778071,,,,,,,,,,landsat,
35560923,59.0582034,159.9674223,,,,,,,,,,,
35563066,58.0961154,-135.4097357,,,,,asphalt,23,,,1026,Bing;FAA,6/24
35564447,38.9211456,-120.8648003,,,,,asphalt,,,,,landsat,16/34
35564785,41.5536467,-120.1656037,,,,,,,1/19,,,Yahoo aerial photos,
35564788,41.7809668,-122.468248,,,,,,,17/35,,,Yahoo aerial photos,
35564969,44.4344419,-121.942287,,,,,,,,,,Yahoo aerial photos,
35564970,44.3045391,-121.5389864,,,,,,,,,,,2/20
35565808,33.2179813,-117.3515656,,,,,asphalt,23,7/25,,827,Yahoo aerial photos,7/25
35565938,38.9235841,-117.9592721,,,,,dirt,,,,,Yahoo aerial photos,8/26
35565939,38.9190847,-117.9567052,,,,,dirt,,,,,Yahoo aerial photos,16/34
35565940,39.0003566,-119.7519376,,,,,asphalt,23,,,1615,,12/30
35567135,30.0706941,-94.2158558,,,,,paved,,13/31,,,Yahoo aerial photos,
35567446,41.4448336,-90.5109722,,,,,concrete,46,,,1529,"FAA Airport Diagram 15232, MLI, 2015-08-20 to 2015-09-17;http://aeronav.faa.gov/afd/20aug2015/ec_66_20AUG2015.pdf",5/23
35567447,41.4489111,-90.508802,,,,,paved,46,,,3049,Wikipedia,9/27
35567448,41.4074935,-95.0456509,,,,,paved,,12/30,,,,
35567612,44.8277446,-93.4612695,,,,,,30,10R/28L,,1524,Yahoo aerial photos,10R/28L
35567613,44.8254319,-93.4548842,,,,,,22,18/36,,820,Yahoo aerial photos,18/36
35567614,44.8286449,-93.4576905,,,,,,22,10L/28R,,1188,Yahoo aerial photos,10L/28R
35567615,44.7532802,-95.5560401,,,,,,,,,,Yahoo aerial photos,15/33
35567758,30.4000516,-86.4714717,,,,,paved,30,,,1524,,14/32
35567759,30.4028102,-84.3588922,,,,,paved,46,,,2134,,18/36
35567760,30.3914035,-84.3438468,,,,,paved,46,,,2438,,09/27
35568007,30.4863498,-86.5145286,,,,,asphalt,91,,,3048,,1/19
35568008,30.4806126,-86.5356564,,,,,paved,91,,,3654,,12/30
35568009,30.4733262,-87.1850676,,,,,paved,45.72,,,2133.6,,8/26
35568010,30.4735268,-87.1881671,,,,,paved,45.72,,,2134.819,,17/35
35568155,30.6268333,-87.1379749,,,,,paved,,13L/31R,,,,
35568156,30.6269167,-87.1415752,,,,,paved,,4L/22R,,,,
35568157,30.6231186,-87.1398828,,,,,paved,,9R/27L,,,,
35568158,30.6253753,-87.142357,,,,,paved,,18R/36L,,,,
35568159,30.623735,-87.1380638,,,,,paved,,4R/22L,,,,
35568160,30.6252594,-87.1372732,,,,,paved,,18L/36R,,,,
35568161,30.6275162,-87.1397474,,,,,paved,,9L/27R,,,,
35568162,30.6238184,-87.1416641,,,,,paved,,13R/31L,,,,
35568163,32.3325679,-84.9878197,,,,,paved,46,,,3049,,15/33
35568164,32.5168576,-84.9361453,,,,,paved,45.72,,,2132.686,Yahoo aerial photos;faa chart,6/24
35568165,32.5154346,-84.9436321,,,,,asphalt,45.72,,,1218.286,Yahoo aerial photos;faa chart,13/31
35568504,33.3899073,-84.3310431,,,,,,22,06/24,,1676,Yahoo aerial photos,06/24
35568507,33.1837278,-84.3783351,,,,,grass,,,,,Yahoo aerial photos,13/31
35577932,47.8516778,8.3713116,,,,,,,,,,,07/25
35585024,39.1402833,-86.6170386,,,,,paved,30.48,,,1157.63,,6/24
35585026,39.149355,-86.6164732,,,,,paved,45.72,,,1981.2,,17/35
35585027,38.3661542,-84.2833218,,,,,paved,,11/29,,,Yahoo aerial photos,
35585151,39.3269344,-85.5225444,,,,,asphalt,12,18/36,,1046,AirNav.com,
35585152,39.2625136,-85.8956428,,,,,asphalt,30,,,1524,Bing;FAA,14/32
35585153,39.2624179,-85.8956423,,,,,concrete,46,,,1951,Bing;FAA,5/23
35585412,41.9893479,-88.1012424,,,,,concrete,100,11/29,,3800,Yahoo aerial photos,11/29
35585413,41.9327794,-85.055299,,,,,paved,23,,,1631,FAA,07/25
35585414,41.9350268,-85.0481253,,,,,paved,23,,,1067,FAA,04/21
35586414,42.2600019,-84.4623389,,,,,paved,,14/32,,,Yahoo aerial photos,
35586416,42.2382406,-85.5535482,,,,,paved,30.48,,,1047.9,Yahoo aerial photos,5/23
35586417,42.2339292,-85.5529154,,,,,paved,,,,,Yahoo aerial photos,9/27
35586418,42.232572,-85.5498772,,,,,paved,45.72,,,1981.8,Yahoo aerial photos,17/35
35586419,42.2511843,-84.9555198,,,,,paved,,10/28,,,Yahoo aerial photos,10/28
35597652,42.5658086,-84.4232135,,,,,paved,,,,,,10/28
35597654,42.5300678,-85.8226238,,,,,paved,,11/29,,,Bing,
35598090,44.6839387,-84.728029,,,,,concrete,46,,,1524,Yahoo aerial photos,05/23
35598091,44.6767288,-84.729722,,,,,asphalt,46,,,1526,Yahoo aerial photos,14/32
35598695,26.6809765,-80.1013756,,,,,paved,23,,,980,,10R/28L
35598696,26.6850674,-80.0965397,,,,,paved,46,,,2111,,14/32
35598697,26.6825416,-80.0930825,,,,,paved,46,,,3048,,10L/28R
35598698,26.949046,-81.3227785,,,,,unpaved,,9/27,,,,
35598699,26.8457687,-80.2224006,,,,,paved,23,,,1311,,14/32
35598700,26.8495911,-80.2246948,,,,,grass,23,,,1121,,9L/27R
35598701,26.8430415,-80.2202582,,,,,asphalt,30,,,1311,,9R/27L
35599023,27.4554363,-81.3430575,,,,,paved,,,,1595,,01/19
35599024,27.4573931,-81.3417048,,,,,asphalt,,,,1521,,14/32
35599025,27.2660128,-80.8509849,,,,,paved,,14/32,,,,
35599026,27.2669866,-80.8499062,,,,,paved,,5/23,,,,
35599082,28.5151553,-80.8028338,,,,,asphalt,30,,,1524,,9/27
35599083,28.5145616,-80.7967266,,,,,asphalt,46,,,2231,,18/36
35599236,29.1338453,-83.0510867,,,,,paved,30,,,718,,5/23
35599238,28.7699633,-81.2251909,,,,,paved,,9R/27L,,,,
35599239,28.7817658,-81.2387876,,,,,paved,,9L/27R,,,,
35599240,28.7750237,-81.2347756,,,,,paved,,18/36,,,,
35599481,34.8914832,-79.7565915,,,,,asphalt,30,,,1524,landsat,14/32
35599482,34.9749533,-78.3656151,,,,,asphalt,23,,,1525,landsat,6/24
35600041,37.3214967,-79.2035054,,,,,paved,,,,,,04/22
35600042,37.3269132,-79.19785,,,,,paved,,17/35,,,landsat,17/35
35600063,42.5429665,-83.1779193,,221.6,,,asphalt,18,,,1082,landsat,10/28
35600101,26.745365,-77.3912515,,,,,paved,46,,,2134,,14/32
35600102,34.7326936,-76.6589139,,,,,asphalt,46,,,1278,landsat,03/21
35600103,34.7315801,-76.6594382,,,,,asphalt,30,,,1220,landsat,14/32
35600104,34.7357552,-76.6611738,,,,,asphalt,30,,,1525,landsat,08/26
35600105,34.2692064,-77.9003943,,9.75,,,asphalt,45.72,,,2443.28,landsat,6/24
35600106,34.2730992,-77.9054448,,9.75,,,asphalt,45.72,,,2363.42,landsat,17/35
35600134,39.8413132,-77.2746698,,,,,paved,,6/24,,,,
35600135,39.916954,-76.8729857,,,,,paved,,,,,,17/35
35600248,-34.8569797,-55.1009957,,,no,,paved,,08/26,,,landsat,
35600249,-34.857118,-55.0939822,,,no,,paved,,01/19,,,landsat,
